sha,file_name,added_lines,deleted_lines,nloc,file_complexity,methods_before,changed_methods,token_count
a4f5145540d4133e8327c449453fe3d75b6f1f8f,LICENSE.md,201,0,,,0,0,
1a3dc0e263702288d1c07117617b8318e9720beb,.gitignore,19,0,,,0,0,
1a3dc0e263702288d1c07117617b8318e9720beb,pom.xml,300,0,,,0,0,
1a3dc0e263702288d1c07117617b8318e9720beb,IStruct.java,8,0,6,0,0,0,38
1a3dc0e263702288d1c07117617b8318e9720beb,MetadataException.java,24,0,17,5,0,5,92
1a3dc0e263702288d1c07117617b8318e9720beb,MetadataService.java,55,0,44,12,0,7,260
1a3dc0e263702288d1c07117617b8318e9720beb,Struct.java,46,0,30,6,0,6,168
1a3dc0e263702288d1c07117617b8318e9720beb,IRepository.java,10,0,7,0,0,0,36
1a3dc0e263702288d1c07117617b8318e9720beb,Id.java,23,0,16,3,0,3,83
1a3dc0e263702288d1c07117617b8318e9720beb,TypedStruct.java,84,0,74,7,0,5,541
1a3dc0e263702288d1c07117617b8318e9720beb,MemRepository.java,27,0,20,3,0,3,101
1a3dc0e263702288d1c07117617b8318e9720beb,AbstractDataType.java,30,0,22,6,0,3,156
1a3dc0e263702288d1c07117617b8318e9720beb,AttributeDefinition.java,24,0,16,1,0,1,90
1a3dc0e263702288d1c07117617b8318e9720beb,AttributeInfo.java,31,0,22,3,0,3,126
1a3dc0e263702288d1c07117617b8318e9720beb,DataTypes.java,490,0,412,108,0,45,2586
1a3dc0e263702288d1c07117617b8318e9720beb,IDataType.java,11,0,9,0,0,0,76
1a3dc0e263702288d1c07117617b8318e9720beb,Multiplicity.java,36,0,29,3,0,3,183
1a3dc0e263702288d1c07117617b8318e9720beb,StructType.java,317,0,298,81,0,9,2622
1a3dc0e263702288d1c07117617b8318e9720beb,TypeSystem.java,89,0,78,14,0,7,690
1a3dc0e263702288d1c07117617b8318e9720beb,ValueConversionException.java,30,0,22,5,0,5,165
1a3dc0e263702288d1c07117617b8318e9720beb,application.conf,14,0,,,0,0,
1a3dc0e263702288d1c07117617b8318e9720beb,Console.scala,54,0,41,1,0,1,247
1a3dc0e263702288d1c07117617b8318e9720beb,DynamicTypedStruct.scala,16,0,14,4,0,2,107
1a3dc0e263702288d1c07117617b8318e9720beb,package.scala,74,0,59,8,0,8,510
1a3dc0e263702288d1c07117617b8318e9720beb,Serialization.scala,110,0,91,27,0,5,864
1a3dc0e263702288d1c07117617b8318e9720beb,BaseTest.java,113,0,93,7,0,7,832
1a3dc0e263702288d1c07117617b8318e9720beb,StructTest.java,46,0,38,3,0,3,291
1a3dc0e263702288d1c07117617b8318e9720beb,DSLTest.scala,196,0,142,1,0,1,839
